Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QV","Value of Agricultural Production","440","Lithuania","57","Gross Production Value (current thousand US$)","01341","Apples","1994","1994","1000 USD","4190","E","Estimated value"
"QV","Value of Agricultural Production","440","Lithuania","57","Gross Production Value (current thousand US$)","01341","Apples","1995","1995","1000 USD","6070","E","Estimated value"
"QV","Value of Agricultural Production","440","Lithuania","57","Gross Production Value (current thousand US$)","01341","Apples","1996","1996","1000 USD","6114","E","Estimated value"
"QV","Value of Agricultural Production","440","Lithuania","57","Gross Production Value (current thousand US$)","01341","Apples","1997","1997","1000 USD","6930","E","Estimated value"
"QV","Value of Agricultural Production","440","Lithuania","57","Gross Production Value (current thousand US$)","01341","Apples","1998","1998","1000 USD","6368","E","Estimated value"
"QV","Value of Agricultural Production","440","Lithuania","57","Gross Production Value (current thousand US$)","01341","Apples","1999","1999","1000 USD","5250","E","Estimated value"
"QV","Value of Agricultural Production","440","Lithuania","57","Gross Production Value (current thousand US$)","01341","Apples","2000","2000","1000 USD","5842","E","Estimated value"
"QV","Value of Agricultural Production","440","Lithuania","57","Gross Production Value (current thousand US$)","01341","Apples","2001","2001","1000 USD","3475","E","Estimated value"
"QV","Value of Agricultural Production","440","Lithuania","57","Gross Production Value (current thousand US$)","01341","Apples","2002","2002","1000 USD","2676","E","Estimated value"
"QV","Value of Agricultural Production","440","Lithuania","57","Gross Production Value (current thousand US$)","01341","Apples","2003","2003","1000 USD","27360","E","Estimated value"
"QV","Value of Agricultural Production","440","Lithuania","57","Gross Production Value (current thousand US$)","01341","Apples","2004","2004","1000 USD","9841","E","Estimated value"
"QV","Value of Agricultural Production","440","Lithuania","57","Gross Production Value (current thousand US$)","01341","Apples","2005","2005","1000 USD","20532","E","Estimated value"
"QV","Value of Agricultural Production","440","Lithuania","57","Gross Production Value (current thousand US$)","01341","Apples","2006","2006","1000 USD","12958","E","Estimated value"
"QV","Value of Agricultural Production","440","Lithuania","57","Gross Production Value (current thousand US$)","01341","Apples","2007","2007","1000 USD","21898","E","Estimated value"
"QV","Value of Agricultural Production","440","Lithuania","57","Gross Production Value (current thousand US$)","01341","Apples","2008","2008","1000 USD","43050","E","Estimated value"
"QV","Value of Agricultural Production","440","Lithuania","57","Gross Production Value (current thousand US$)","01341","Apples","2009","2009","1000 USD","18821","E","Estimated value"
"QV","Value of Agricultural Production","440","Lithuania","57","Gross Production Value (current thousand US$)","01341","Apples","2010","2010","1000 USD","16244","E","Estimated value"
"QV","Value of Agricultural Production","440","Lithuania","57","Gross Production Value (current thousand US$)","01341","Apples","2011","2011","1000 USD","30661","E","Estimated value"
"QV","Value of Agricultural Production","440","Lithuania","57","Gross Production Value (current thousand US$)","01341","Apples","2012","2012","1000 USD","37259","E","Estimated value"
"QV","Value of Agricultural Production","440","Lithuania","57","Gross Production Value (current thousand US$)","01341","Apples","2013","2013","1000 USD","27984","E","Estimated value"
"QV","Value of Agricultural Production","440","Lithuania","57","Gross Production Value (current thousand US$)","01341","Apples","2014","2014","1000 USD","33385","E","Estimated value"
"QV","Value of Agricultural Production","440","Lithuania","57","Gross Production Value (current thousand US$)","01341","Apples","2015","2015","1000 USD","32714","E","Estimated value"
"QV","Value of Agricultural Production","440","Lithuania","57","Gross Production Value (current thousand US$)","01341","Apples","2016","2016","1000 USD","26633","E","Estimated value"
"QV","Value of Agricultural Production","440","Lithuania","57","Gross Production Value (current thousand US$)","01341","Apples","2017","2017","1000 USD","38679","E","Estimated value"
"QV","Value of Agricultural Production","440","Lithuania","57","Gross Production Value (current thousand US$)","01344.02","Cherries","2000","2000","1000 USD","147","E","Estimated value"
"QV","Value of Agricultural Production","440","Lithuania","57","Gross Production Value (current thousand US$)","01344.02","Cherries","2001","2001","1000 USD","196","E","Estimated value"
"QV","Value of Agricultural Production","440","Lithuania","57","Gross Production Value (current thousand US$)","01344.02","Cherries","2002","2002","1000 USD","272","E","Estimated value"
"QV","Value of Agricultural Production","440","Lithuania","57","Gross Production Value (current thousand US$)","01344.02","Cherries","2003","2003","1000 USD","785","E","Estimated value"
"QV","Value of Agricultural Production","440","Lithuania","57","Gross Production Value (current thousand US$)","01344.02","Cherries","2004","2004","1000 USD","1314","E","Estimated value"
"QV","Value of Agricultural Production","440","Lithuania","57","Gross Production Value (current thousand US$)","01344.02","Cherries","2005","2005","1000 USD","1363","E","Estimated value"
"QV","Value of Agricultural Production","440","Lithuania","57","Gross Production Value (current thousand US$)","01344.02","Cherries","2006","2006","1000 USD","4831","E","Estimated value"
"QV","Value of Agricultural Production","440","Lithuania","57","Gross Production Value (current thousand US$)","01344.02","Cherries","2007","2007","1000 USD","2771","E","Estimated value"
"QV","Value of Agricultural Production","440","Lithuania","57","Gross Production Value (current thousand US$)","01344.02","Cherries","2008","2008","1000 USD","1888","E","Estimated value"
"QV","Value of Agricultural Production","440","Lithuania","57","Gross Production Value (current thousand US$)","01344.02","Cherries","2009","2009","1000 USD","2516","E","Estimated value"
"QV","Value of Agricultural Production","440","Lithuania","57","Gross Production Value (current thousand US$)","01344.02","Cherries","2011","2011","1000 USD","3075","E","Estimated value"
"QV","Value of Agricultural Production","440","Lithuania","57","Gross Production Value (current thousand US$)","01344.02","Cherries","2012","2012","1000 USD","4550","E","Estimated value"
"QV","Value of Agricultural Production","440","Lithuania","57","Gross Production Value (current thousand US$)","01344.02","Cherries","2013","2013","1000 USD","1878","E","Estimated value"
"QV","Value of Agricultural Production","440","Lithuania","57","Gross Production Value (current thousand US$)","01344.02","Cherries","2014","2014","1000 USD","1540","E","Estimated value"
"QV","Value of Agricultural Production","440","Lithuania","57","Gross Production Value (current thousand US$)","01344.02","Cherries","2015","2015","1000 USD","1181","E","Estimated value"
"QV","Value of Agricultural Production","440","Lithuania","57","Gross Production Value (current thousand US$)","01344.02","Cherries","2016","2016","1000 USD","5119","E","Estimated value"
"QV","Value of Agricultural Production","440","Lithuania","57","Gross Production Value (current thousand US$)","01344.02","Cherries","2017","2017","1000 USD","3061","E","Estimated value"
"QV","Value of Agricultural Production","440","Lithuania","57","Gross Production Value (current thousand US$)","01359.90","Other fruits, n.e.c.","1993","1993","1000 USD","11","E","Estimated value"
"QV","Value of Agricultural Production","440","Lithuania","57","Gross Production Value (current thousand US$)","01359.90","Other fruits, n.e.c.","1994","1994","1000 USD","22","E","Estimated value"
"QV","Value of Agricultural Production","440","Lithuania","57","Gross Production Value (current thousand US$)","01359.90","Other fruits, n.e.c.","2003","2003","1000 USD","8","E","Estimated value"
"QV","Value of Agricultural Production","440","Lithuania","57","Gross Production Value (current thousand US$)","01359.90","Other fruits, n.e.c.","2004","2004","1000 USD","14","E","Estimated value"
"QV","Value of Agricultural Production","440","Lithuania","57","Gross Production Value (current thousand US$)","01359.90","Other fruits, n.e.c.","2005","2005","1000 USD","5","E","Estimated value"
"QV","Value of Agricultural Production","440","Lithuania","57","Gross Production Value (current thousand US$)","01359.90","Other fruits, n.e.c.","2006","2006","1000 USD","15","E","Estimated value"
"QV","Value of Agricultural Production","440","Lithuania","57","Gross Production Value (current thousand US$)","01359.90","Other fruits, n.e.c.","2007","2007","1000 USD","130","E","Estimated value"
"QV","Value of Agricultural Production","440","Lithuania","57","Gross Production Value (current thousand US$)","01359.90","Other fruits, n.e.c.","2008","2008","1000 USD","38","E","Estimated value"
"QV","Value of Agricultural Production","442","Luxembourg","57","Gross Production Value (current thousand US$)","01341","Apples","2000","2000","1000 USD","5031","E","Estimated value"
"QV","Value of Agricultural Production","442","Luxembourg","57","Gross Production Value (current thousand US$)","01341","Apples","2001","2001","1000 USD","2350","E","Estimated value"
"QV","Value of Agricultural Production","442","Luxembourg","57","Gross Production Value (current thousand US$)","01341","Apples","2002","2002","1000 USD","8643","E","Estimated value"
"QV","Value of Agricultural Production","442","Luxembourg","57","Gross Production Value (current thousand US$)","01341","Apples","2003","2003","1000 USD","4646","E","Estimated value"
"QV","Value of Agricultural Production","442","Luxembourg","57","Gross Production Value (current thousand US$)","01341","Apples","2004","2004","1000 USD","13285","E","Estimated value"
"QV","Value of Agricultural Production","442","Luxembourg","57","Gross Production Value (current thousand US$)","01341","Apples","2005","2005","1000 USD","4744","E","Estimated value"
"QV","Value of Agricultural Production","442","Luxembourg","57","Gross Production Value (current thousand US$)","01341","Apples","2006","2006","1000 USD","11391","E","Estimated value"
"QV","Value of Agricultural Production","442","Luxembourg","57","Gross Production Value (current thousand US$)","01341","Apples","2007","2007","1000 USD","3209","E","Estimated value"
"QV","Value of Agricultural Production","442","Luxembourg","57","Gross Production Value (current thousand US$)","01341","Apples","2008","2008","1000 USD","5412","E","Estimated value"
"QV","Value of Agricultural Production","442","Luxembourg","57","Gross Production Value (current thousand US$)","01341","Apples","2009","2009","1000 USD","3804","E","Estimated value"
"QV","Value of Agricultural Production","442","Luxembourg","57","Gross Production Value (current thousand US$)","01341","Apples","2010","2010","1000 USD","3955","E","Estimated value"
"QV","Value of Agricultural Production","442","Luxembourg","57","Gross Production Value (current thousand US$)","01341","Apples","2011","2011","1000 USD","3676","E","Estimated value"
"QV","Value of Agricultural Production","442","Luxembourg","57","Gross Production Value (current thousand US$)","01341","Apples","2012","2012","1000 USD","3115","E","Estimated value"
"QV","Value of Agricultural Production","442","Luxembourg","57","Gross Production Value (current thousand US$)","01341","Apples","2013","2013","1000 USD","3581","E","Estimated value"
"QV","Value of Agricultural Production","442","Luxembourg","57","Gross Production Value (current thousand US$)","01341","Apples","2014","2014","1000 USD","4516","E","Estimated value"
"QV","Value of Agricultural Production","442","Luxembourg","57","Gross Production Value (current thousand US$)","01341","Apples","2015","2015","1000 USD","3690","E","Estimated value"
"QV","Value of Agricultural Production","442","Luxembourg","57","Gross Production Value (current thousand US$)","01341","Apples","2016","2016","1000 USD","2307","E","Estimated value"
"QV","Value of Agricultural Production","442","Luxembourg","57","Gross Production Value (current thousand US$)","01341","Apples","2017","2017","1000 USD","1582","E","Estimated value"
"QV","Value of Agricultural Production","442","Luxembourg","57","Gross Production Value (current thousand US$)","01344.02","Cherries","2009","2009","1000 USD","98","E","Estimated value"
"QV","Value of Agricultural Production","442","Luxembourg","57","Gross Production Value (current thousand US$)","01344.02","Cherries","2010","2010","1000 USD","64","E","Estimated value"
"QV","Value of Agricultural Production","442","Luxembourg","57","Gross Production Value (current thousand US$)","01344.02","Cherries","2011","2011","1000 USD","68","E","Estimated value"
"QV","Value of Agricultural Production","442","Luxembourg","57","Gross Production Value (current thousand US$)","01344.02","Cherries","2012","2012","1000 USD","21","E","Estimated value"
"QV","Value of Agricultural Production","442","Luxembourg","57","Gross Production Value (current thousand US$)","01344.02","Cherries","2013","2013","1000 USD","28","E","Estimated value"
"QV","Value of Agricultural Production","442","Luxembourg","57","Gross Production Value (current thousand US$)","01344.02","Cherries","2014","2014","1000 USD","66","E","Estimated value"
"QV","Value of Agricultural Production","442","Luxembourg","57","Gross Production Value (current thousand US$)","01344.02","Cherries","2015","2015","1000 USD","77","E","Estimated value"
"QV","Value of Agricultural Production","442","Luxembourg","57","Gross Production Value (current thousand US$)","01344.02","Cherries","2016","2016","1000 USD","79","E","Estimated value"
"QV","Value of Agricultural Production","450","Madagascar","57","Gross Production Value (current thousand US$)","01341","Apples","2000","2000","1000 USD","428","E","Estimated value"
"QV","Value of Agricultural Production","450","Madagascar","57","Gross Production Value (current thousand US$)","01341","Apples","2001","2001","1000 USD","538","E","Estimated value"
"QV","Value of Agricultural Production","450","Madagascar","57","Gross Production Value (current thousand US$)","01341","Apples","2002","2002","1000 USD","388","E","Estimated value"
"QV","Value of Agricultural Production","450","Madagascar","57","Gross Production Value (current thousand US$)","01311","Avocados","2001","2001","1000 USD","4830","E","Estimated value"
"QV","Value of Agricultural Production","450","Madagascar","57","Gross Production Value (current thousand US$)","01311","Avocados","2004","2004","1000 USD","4309","E","Estimated value"
"QV","Value of Agricultural Production","450","Madagascar","57","Gross Production Value (current thousand US$)","01311","Avocados","2005","2005","1000 USD","5821","E","Estimated value"
"QV","Value of Agricultural Production","450","Madagascar","57","Gross Production Value (current thousand US$)","01311","Avocados","2008","2008","1000 USD","14048","E","Estimated value"
"QV","Value of Agricultural Production","450","Madagascar","57","Gross Production Value (current thousand US$)","01312","Bananas","2000","2000","1000 USD","23183","E","Estimated value"
"QV","Value of Agricultural Production","450","Madagascar","57","Gross Production Value (current thousand US$)","01312","Bananas","2001","2001","1000 USD","19835","E","Estimated value"
"QV","Value of Agricultural Production","450","Madagascar","57","Gross Production Value (current thousand US$)","01312","Bananas","2007","2007","1000 USD","62206","E","Estimated value"
"QV","Value of Agricultural Production","450","Madagascar","57","Gross Production Value (current thousand US$)","01312","Bananas","2008","2008","1000 USD","150207","E","Estimated value"
"QV","Value of Agricultural Production","450","Madagascar","57","Gross Production Value (current thousand US$)","01312","Bananas","2009","2009","1000 USD","84725","E","Estimated value"
"QV","Value of Agricultural Production","450","Madagascar","57","Gross Production Value (current thousand US$)","01312","Bananas","2010","2010","1000 USD","81314","E","Estimated value"
"QV","Value of Agricultural Production","450","Madagascar","57","Gross Production Value (current thousand US$)","01312","Bananas","2011","2011","1000 USD","95056","E","Estimated value"
"QV","Value of Agricultural Production","450","Madagascar","57","Gross Production Value (current thousand US$)","01640","Cocoa beans","1997","1997","1000 USD","6926","E","Estimated value"
"QV","Value of Agricultural Production","450","Madagascar","57","Gross Production Value (current thousand US$)","01640","Cocoa beans","1998","1998","1000 USD","6322","E","Estimated value"
"QV","Value of Agricultural Production","450","Madagascar","57","Gross Production Value (current thousand US$)","01640","Cocoa beans","1999","1999","1000 USD","4927","E","Estimated value"
"QV","Value of Agricultural Production","450","Madagascar","57","Gross Production Value (current thousand US$)","01640","Cocoa beans","2000","2000","1000 USD","3897","E","Estimated value"
"QV","Value of Agricultural Production","450","Madagascar","57","Gross Production Value (current thousand US$)","01640","Cocoa beans","2001","2001","1000 USD","6359","E","Estimated value"
"QV","Value of Agricultural Production","450","Madagascar","57","Gross Production Value (current thousand US$)","01640","Cocoa beans","2002","2002","1000 USD","7746","E","Estimated value"
"QV","Value of Agricultural Production","454","Malawi","57","Gross Production Value (current thousand US$)","01311","Avocados","2014","2014","1000 USD","30857","E","Estimated value"
"QV","Value of Agricultural Production","454","Malawi","57","Gross Production Value (current thousand US$)","01311","Avocados","2015","2015","1000 USD","32696","E","Estimated value"
"QV","Value of Agricultural Production","454","Malawi","57","Gross Production Value (current thousand US$)","01311","Avocados","2016","2016","1000 USD","24330","E","Estimated value"
"QV","Value of Agricultural Production","454","Malawi","57","Gross Production Value (current thousand US$)","01311","Avocados","2017","2017","1000 USD","36044","E","Estimated value"
"QV","Value of Agricultural Production","454","Malawi","57","Gross Production Value (current thousand US$)","01312","Bananas","2006","2006","1000 USD","92979","E","Estimated value"
"QV","Value of Agricultural Production","454","Malawi","57","Gross Production Value (current thousand US$)","01312","Bananas","2009","2009","1000 USD","192737","E","Estimated value"
"QV","Value of Agricultural Production","454","Malawi","57","Gross Production Value (current thousand US$)","01312","Bananas","2010","2010","1000 USD","177954","E","Estimated value"
"QV","Value of Agricultural Production","454","Malawi","57","Gross Production Value (current thousand US$)","01312","Bananas","2011","2011","1000 USD","189728","E","Estimated value"
"QV","Value of Agricultural Production","454","Malawi","57","Gross Production Value (current thousand US$)","01312","Bananas","2012","2012","1000 USD","150689","E","Estimated value"
"QV","Value of Agricultural Production","454","Malawi","57","Gross Production Value (current thousand US$)","01312","Bananas","2013","2013","1000 USD","147912","E","Estimated value"
"QV","Value of Agricultural Production","454","Malawi","57","Gross Production Value (current thousand US$)","01312","Bananas","2014","2014","1000 USD","191813","E","Estimated value"
"QV","Value of Agricultural Production","454","Malawi","57","Gross Production Value (current thousand US$)","01312","Bananas","2015","2015","1000 USD","207688","E","Estimated value"
"QV","Value of Agricultural Production","454","Malawi","57","Gross Production Value (current thousand US$)","01312","Bananas","2016","2016","1000 USD","198330","E","Estimated value"
"QV","Value of Agricultural Production","454","Malawi","57","Gross Production Value (current thousand US$)","01312","Bananas","2017","2017","1000 USD","212208","E","Estimated value"
"QV","Value of Agricultural Production","458","Malaysia","57","Gross Production Value (current thousand US$)","01312","Bananas","1993","1993","1000 USD","86430","E","Estimated value"
"QV","Value of Agricultural Production","458","Malaysia","57","Gross Production Value (current thousand US$)","01312","Bananas","1994","1994","1000 USD","88458","E","Estimated value"
"QV","Value of Agricultural Production","458","Malaysia","57","Gross Production Value (current thousand US$)","01312","Bananas","1995","1995","1000 USD","86930","E","Estimated value"
"QV","Value of Agricultural Production","458","Malaysia","57","Gross Production Value (current thousand US$)","01312","Bananas","1996","1996","1000 USD","101767","E","Estimated value"
"QV","Value of Agricultural Production","458","Malaysia","57","Gross Production Value (current thousand US$)","01312","Bananas","1997","1997","1000 USD","95033","E","Estimated value"
"QV","Value of Agricultural Production","458","Malaysia","57","Gross Production Value (current thousand US$)","01312","Bananas","1998","1998","1000 USD","77979","E","Estimated value"
"QV","Value of Agricultural Production","458","Malaysia","57","Gross Production Value (current thousand US$)","01312","Bananas","1999","1999","1000 USD","86770","E","Estimated value"
"QV","Value of Agricultural Production","458","Malaysia","57","Gross Production Value (current thousand US$)","01312","Bananas","2000","2000","1000 USD","88389","E","Estimated value"
"QV","Value of Agricultural Production","458","Malaysia","57","Gross Production Value (current thousand US$)","01312","Bananas","2001","2001","1000 USD","83684","E","Estimated value"
"QV","Value of Agricultural Production","458","Malaysia","57","Gross Production Value (current thousand US$)","01312","Bananas","2002","2002","1000 USD","80921","E","Estimated value"
"QV","Value of Agricultural Production","458","Malaysia","57","Gross Production Value (current thousand US$)","01312","Bananas","2003","2003","1000 USD","84382","E","Estimated value"
"QV","Value of Agricultural Production","458","Malaysia","57","Gross Production Value (current thousand US$)","01312","Bananas","2004","2004","1000 USD","101329","E","Estimated value"
"QV","Value of Agricultural Production","458","Malaysia","57","Gross Production Value (current thousand US$)","01312","Bananas","2005","2005","1000 USD","97436","E","Estimated value"
"QV","Value of Agricultural Production","458","Malaysia","57","Gross Production Value (current thousand US$)","01312","Bananas","2006","2006","1000 USD","87640","E","Estimated value"
"QV","Value of Agricultural Production","458","Malaysia","57","Gross Production Value (current thousand US$)","01312","Bananas","2007","2007","1000 USD","59960","E","Estimated value"
"QV","Value of Agricultural Production","458","Malaysia","57","Gross Production Value (current thousand US$)","01312","Bananas","2008","2008","1000 USD","61229","E","Estimated value"
"QV","Value of Agricultural Production","458","Malaysia","57","Gross Production Value (current thousand US$)","01312","Bananas","2009","2009","1000 USD","83345","E","Estimated value"
"QV","Value of Agricultural Production","458","Malaysia","57","Gross Production Value (current thousand US$)","01312","Bananas","2010","2010","1000 USD","98106","E","Estimated value"
"QV","Value of Agricultural Production","458","Malaysia","57","Gross Production Value (current thousand US$)","01312","Bananas","2011","2011","1000 USD","115106","E","Estimated value"
"QV","Value of Agricultural Production","458","Malaysia","57","Gross Production Value (current thousand US$)","01312","Bananas","2012","2012","1000 USD","107611","E","Estimated value"
"QV","Value of Agricultural Production","458","Malaysia","57","Gross Production Value (current thousand US$)","01312","Bananas","2013","2013","1000 USD","100779","E","Estimated value"
"QV","Value of Agricultural Production","458","Malaysia","57","Gross Production Value (current thousand US$)","01312","Bananas","2014","2014","1000 USD","175963","E","Estimated value"
"QV","Value of Agricultural Production","458","Malaysia","57","Gross Production Value (current thousand US$)","01312","Bananas","2015","2015","1000 USD","145410","E","Estimated value"
"QV","Value of Agricultural Production","458","Malaysia","57","Gross Production Value (current thousand US$)","01312","Bananas","2016","2016","1000 USD","134299","E","Estimated value"
"QV","Value of Agricultural Production","458","Malaysia","57","Gross Production Value (current thousand US$)","01312","Bananas","2017","2017","1000 USD","132440","E","Estimated value"
"QV","Value of Agricultural Production","458","Malaysia","57","Gross Production Value (current thousand US$)","01312","Bananas","2018","2018","1000 USD","118927","E","Estimated value"
"QV","Value of Agricultural Production","458","Malaysia","57","Gross Production Value (current thousand US$)","01312","Bananas","2019","2019","1000 USD","176768","E","Estimated value"
"QV","Value of Agricultural Production","458","Malaysia","57","Gross Production Value (current thousand US$)","01312","Bananas","2020","2020","1000 USD","167974","E","Estimated value"
"QV","Value of Agricultural Production","458","Malaysia","57","Gross Production Value (current thousand US$)","01312","Bananas","2021","2021","1000 USD","175564","E","Estimated value"
"QV","Value of Agricultural Production","458","Malaysia","57","Gross Production Value (current thousand US$)","01312","Bananas","2022","2022","1000 USD","164746","E","Estimated value"
"QV","Value of Agricultural Production","458","Malaysia","57","Gross Production Value (current thousand US$)","01640","Cocoa beans","1995","1995","1000 USD","103158","E","Estimated value"
"QV","Value of Agricultural Production","458","Malaysia","57","Gross Production Value (current thousand US$)","01640","Cocoa beans","1997","1997","1000 USD","87062","E","Estimated value"
"QV","Value of Agricultural Production","458","Malaysia","57","Gross Production Value (current thousand US$)","01640","Cocoa beans","1998","1998","1000 USD","77213","E","Estimated value"
"QV","Value of Agricultural Production","458","Malaysia","57","Gross Production Value (current thousand US$)","01640","Cocoa beans","1999","1999","1000 USD","46017","E","Estimated value"
"QV","Value of Agricultural Production","458","Malaysia","57","Gross Production Value (current thousand US$)","01640","Cocoa beans","2000","2000","1000 USD","29676","E","Estimated value"
"QV","Value of Agricultural Production","458","Malaysia","57","Gross Production Value (current thousand US$)","01640","Cocoa beans","2001","2001","1000 USD","31512","E","Estimated value"
"QV","Value of Agricultural Production","458","Malaysia","57","Gross Production Value (current thousand US$)","01640","Cocoa beans","2002","2002","1000 USD","42644","E","Estimated value"
"QV","Value of Agricultural Production","458","Malaysia","57","Gross Production Value (current thousand US$)","01640","Cocoa beans","2003","2003","1000 USD","34853","E","Estimated value"
"QV","Value of Agricultural Production","458","Malaysia","57","Gross Production Value (current thousand US$)","01640","Cocoa beans","2009","2009","1000 USD","45750","E","Estimated value"
"QV","Value of Agricultural Production","458","Malaysia","57","Gross Production Value (current thousand US$)","01640","Cocoa beans","2010","2010","1000 USD","35064","E","Estimated value"
"QV","Value of Agricultural Production","458","Malaysia","57","Gross Production Value (current thousand US$)","01640","Cocoa beans","2011","2011","1000 USD","9898","E","Estimated value"
"QV","Value of Agricultural Production","458","Malaysia","57","Gross Production Value (current thousand US$)","01640","Cocoa beans","2012","2012","1000 USD","7683","E","Estimated value"
"QV","Value of Agricultural Production","458","Malaysia","57","Gross Production Value (current thousand US$)","01640","Cocoa beans","2013","2013","1000 USD","5629","E","Estimated value"
"QV","Value of Agricultural Production","458","Malaysia","57","Gross Production Value (current thousand US$)","01640","Cocoa beans","2014","2014","1000 USD","6950","E","Estimated value"
"QV","Value of Agricultural Production","458","Malaysia","57","Gross Production Value (current thousand US$)","01640","Cocoa beans","2015","2015","1000 USD","3555","E","Estimated value"
"QV","Value of Agricultural Production","458","Malaysia","57","Gross Production Value (current thousand US$)","01640","Cocoa beans","2016","2016","1000 USD","3476","E","Estimated value"
"QV","Value of Agricultural Production","458","Malaysia","57","Gross Production Value (current thousand US$)","01640","Cocoa beans","2017","2017","1000 USD","1454","E","Estimated value"
"QV","Value of Agricultural Production","458","Malaysia","57","Gross Production Value (current thousand US$)","01640","Cocoa beans","2018","2018","1000 USD","1260","E","Estimated value"
"QV","Value of Agricultural Production","458","Malaysia","57","Gross Production Value (current thousand US$)","01640","Cocoa beans","2019","2019","1000 USD","1748","E","Estimated value"
"QV","Value of Agricultural Production","458","Malaysia","57","Gross Production Value (current thousand US$)","01640","Cocoa beans","2020","2020","1000 USD","1236","E","Estimated value"
"QV","Value of Agricultural Production","458","Malaysia","57","Gross Production Value (current thousand US$)","01640","Cocoa beans","2021","2021","1000 USD","909","E","Estimated value"
"QV","Value of Agricultural Production","458","Malaysia","57","Gross Production Value (current thousand US$)","01640","Cocoa beans","2022","2022","1000 USD","819","E","Estimated value"
"QV","Value of Agricultural Production","458","Malaysia","57","Gross Production Value (current thousand US$)","01491.01","Oil palm fruit","2001","2001","1000 USD","1256566","E","Estimated value"
"QV","Value of Agricultural Production","458","Malaysia","57","Gross Production Value (current thousand US$)","01491.01","Oil palm fruit","2002","2002","1000 USD","2068440","E","Estimated value"
"QV","Value of Agricultural Production","458","Malaysia","57","Gross Production Value (current thousand US$)","01491.01","Oil palm fruit","2003","2003","1000 USD","2741289","E","Estimated value"
"QV","Value of Agricultural Production","458","Malaysia","57","Gross Production Value (current thousand US$)","01491.01","Oil palm fruit","2004","2004","1000 USD","3181424","E","Estimated value"
"QV","Value of Agricultural Production","458","Malaysia","57","Gross Production Value (current thousand US$)","01491.01","Oil palm fruit","2005","2005","1000 USD","2883684","E","Estimated value"
"QV","Value of Agricultural Production","458","Malaysia","57","Gross Production Value (current thousand US$)","01491.01","Oil palm fruit","2009","2009","1000 USD","10702554","E","Estimated value"
"QV","Value of Agricultural Production","458","Malaysia","57","Gross Production Value (current thousand US$)","01491.01","Oil palm fruit","2010","2010","1000 USD","15140922","E","Estimated value"
"QV","Value of Agricultural Production","458","Malaysia","57","Gross Production Value (current thousand US$)","01491.01","Oil palm fruit","2011","2011","1000 USD","22121023","E","Estimated value"
"QV","Value of Agricultural Production","458","Malaysia","57","Gross Production Value (current thousand US$)","01491.01","Oil palm fruit","2012","2012","1000 USD","18898728","E","Estimated value"
"QV","Value of Agricultural Production","458","Malaysia","57","Gross Production Value (current thousand US$)","01491.01","Oil palm fruit","2013","2013","1000 USD","14610104","E","Estimated value"
"QV","Value of Agricultural Production","458","Malaysia","57","Gross Production Value (current thousand US$)","01491.01","Oil palm fruit","2014","2014","1000 USD","15125136","E","Estimated value"
"QV","Value of Agricultural Production","458","Malaysia","57","Gross Production Value (current thousand US$)","01491.01","Oil palm fruit","2015","2015","1000 USD","11558040","E","Estimated value"
"QV","Value of Agricultural Production","458","Malaysia","57","Gross Production Value (current thousand US$)","01491.01","Oil palm fruit","2016","2016","1000 USD","12361021","E","Estimated value"
"QV","Value of Agricultural Production","458","Malaysia","57","Gross Production Value (current thousand US$)","01491.01","Oil palm fruit","2017","2017","1000 USD","14336899","E","Estimated value"
"QV","Value of Agricultural Production","458","Malaysia","57","Gross Production Value (current thousand US$)","01491.01","Oil palm fruit","2018","2018","1000 USD","11414823","E","Estimated value"
"QV","Value of Agricultural Production","458","Malaysia","57","Gross Production Value (current thousand US$)","01491.01","Oil palm fruit","2019","2019","1000 USD","10091947","E","Estimated value"
"QV","Value of Agricultural Production","458","Malaysia","57","Gross Production Value (current thousand US$)","01491.01","Oil palm fruit","2020","2020","1000 USD","12941601","E","Estimated value"
"QV","Value of Agricultural Production","458","Malaysia","57","Gross Production Value (current thousand US$)","01491.01","Oil palm fruit","2021","2021","1000 USD","21065576","E","Estimated value"
"QV","Value of Agricultural Production","458","Malaysia","57","Gross Production Value (current thousand US$)","01491.01","Oil palm fruit","2022","2022","1000 USD","22846116","E","Estimated value"
"QV","Value of Agricultural Production","462","Maldives","57","Gross Production Value (current thousand US$)","01312","Bananas","2010","2010","1000 USD","4310","E","Estimated value"
"QV","Value of Agricultural Production","462","Maldives","57","Gross Production Value (current thousand US$)","01312","Bananas","2011","2011","1000 USD","1561","E","Estimated value"
"QV","Value of Agricultural Production","462","Maldives","57","Gross Production Value (current thousand US$)","01312","Bananas","2012","2012","1000 USD","890","E","Estimated value"
"QV","Value of Agricultural Production","462","Maldives","57","Gross Production Value (current thousand US$)","01312","Bananas","2013","2013","1000 USD","220","E","Estimated value"
"QV","Value of Agricultural Production","462","Maldives","57","Gross Production Value (current thousand US$)","01312","Bananas","2014","2014","1000 USD","994","E","Estimated value"
"QV","Value of Agricultural Production","462","Maldives","57","Gross Production Value (current thousand US$)","01312","Bananas","2015","2015","1000 USD","2339","E","Estimated value"
"QV","Value of Agricultural Production","462","Maldives","57","Gross Production Value (current thousand US$)","01312","Bananas","2016","2016","1000 USD","1311","E","Estimated value"
